Era,Region,miniIso_cut,sip3d_cut,mva_cut,optimization_metric,n_bins_used,recommendation
2022EE,OuterBarrel,0.4,6.0,0.5,8.869,5,
2022EE,OuterBarrel,0.4,6.0,0.6,8.997,5,
2022EE,OuterBarrel,0.4,6.0,0.7,9.270,5,
2022EE,OuterBarrel,0.4,6.0,0.8,9.580,5,
2022EE,OuterBarrel,0.4,7.0,-0.8,7.021,5,
2022EE,OuterBarrel,0.4,7.0,-0.7,7.388,5,
2022EE,OuterBarrel,0.4,7.0,-0.6,7.647,5,
2022EE,OuterBarrel,0.4,7.0,-0.5,7.814,5,
2022EE,OuterBarrel,0.4,7.0,-0.4,8.013,5,
2022EE,OuterBarrel,0.4,7.0,-0.3,8.199,5,
2022EE,OuterBarrel,0.4,7.0,-0.2,8.276,5,
2022EE,OuterBarrel,0.4,7.0,-0.1,8.496,5,
2022EE,OuterBarrel,0.4,7.0,0.0,8.618,5,
2022EE,OuterBarrel,0.4,7.0,0.1,8.805,5,
2022EE,OuterBarrel,0.4,7.0,0.2,8.993,5,
2022EE,OuterBarrel,0.4,7.0,0.3,9.131,5,
2022EE,OuterBarrel,0.4,7.0,0.4,9.357,5,
2022EE,OuterBarrel,0.4,7.0,0.5,9.520,5,
2022EE,OuterBarrel,0.4,7.0,0.6,9.685,5,
2022EE,OuterBarrel,0.4,7.0,0.7,10.025,5,
2022EE,OuterBarrel,0.4,7.0,0.8,10.487,5,
2022EE,OuterBarrel,0.4,8.0,-0.8,7.459,5,
2022EE,OuterBarrel,0.4,8.0,-0.7,7.825,5,
2022EE,OuterBarrel,0.4,8.0,-0.6,8.074,5,
2022EE,OuterBarrel,0.4,8.0,-0.5,8.233,5,
2022EE,OuterBarrel,0.4,8.0,-0.4,8.441,5,
2022EE,OuterBarrel,0.4,8.0,-0.3,8.622,5,
2022EE,OuterBarrel,0.4,8.0,-0.2,8.698,5,
2022EE,OuterBarrel,0.4,8.0,-0.1,8.905,5,
2022EE,OuterBarrel,0.4,8.0,0.0,9.029,5,
2022EE,OuterBarrel,0.4,8.0,0.1,9.209,5,
2022EE,OuterBarrel,0.4,8.0,0.2,9.418,5,
2022EE,OuterBarrel,0.4,8.0,0.3,9.573,5,
2022EE,OuterBarrel,0.4,8.0,0.4,9.791,5,
2022EE,OuterBarrel,0.4,8.0,0.5,9.952,5,
2022EE,OuterBarrel,0.4,8.0,0.6,10.107,5,
2022EE,OuterBarrel,0.4,8.0,0.7,10.521,5,
2022EE,OuterBarrel,0.4,8.0,0.8,10.982,5,
2022EE,OuterBarrel,0.4,9.0,-0.8,7.874,5,
2022EE,OuterBarrel,0.4,9.0,-0.7,8.227,5,
2022EE,OuterBarrel,0.4,9.0,-0.6,8.466,5,
2022EE,OuterBarrel,0.4,9.0,-0.5,8.639,5,
2022EE,OuterBarrel,0.4,9.0,-0.4,8.873,5,
2022EE,OuterBarrel,0.4,9.0,-0.3,9.063,5,
2022EE,OuterBarrel,0.4,9.0,-0.2,9.173,5,
2022EE,OuterBarrel,0.4,9.0,-0.1,9.379,5,
2022EE,OuterBarrel,0.4,9.0,0.0,9.510,5,
2022EE,OuterBarrel,0.4,9.0,0.1,9.696,5,
2022EE,OuterBarrel,0.4,9.0,0.2,9.911,5,
2022EE,OuterBarrel,0.4,9.0,0.3,10.067,5,
2022EE,OuterBarrel,0.4,9.0,0.4,10.277,5,
2022EE,OuterBarrel,0.4,9.0,0.5,10.437,5,
2022EE,OuterBarrel,0.4,9.0,0.6,10.591,5,
2022EE,OuterBarrel,0.4,9.0,0.7,11.075,5,
2022EE,OuterBarrel,0.4,9.0,0.8,11.516,5,
2022EE,OuterBarrel,0.4,10.0,-0.8,8.189,5,
2022EE,OuterBarrel,0.4,10.0,-0.7,8.572,5,
2022EE,OuterBarrel,0.4,10.0,-0.6,8.828,5,
2022EE,OuterBarrel,0.4,10.0,-0.5,9.007,5,
2022EE,OuterBarrel,0.4,10.0,-0.4,9.232,5,
2022EE,OuterBarrel,0.4,10.0,-0.3,9.413,5,
2022EE,OuterBarrel,0.4,10.0,-0.2,9.519,5,
2022EE,OuterBarrel,0.4,10.0,-0.1,9.723,5,
2022EE,OuterBarrel,0.4,10.0,0.0,9.852,5,
2022EE,OuterBarrel,0.4,10.0,0.1,10.032,5,
2022EE,OuterBarrel,0.4,10.0,0.2,10.248,5,
2022EE,OuterBarrel,0.4,10.0,0.3,10.403,5,
2022EE,OuterBarrel,0.4,10.0,0.4,10.614,5,
2022EE,OuterBarrel,0.4,10.0,0.5,10.766,5,
2022EE,OuterBarrel,0.4,10.0,0.6,10.970,5,
2022EE,OuterBarrel,0.4,10.0,0.7,11.454,5,
2022EE,OuterBarrel,0.4,10.0,0.8,12.177,5,
2022EE,Endcap,0.4,6.0,-0.8,8.007,5,BEST
2022EE,Endcap,0.4,6.0,-0.7,7.350,5,BEST
2022EE,Endcap,0.4,6.0,-0.6,6.608,5,BEST
2022EE,Endcap,0.4,6.0,-0.5,6.313,5,BEST
2022EE,Endcap,0.4,6.0,-0.4,5.998,5,BEST
2022EE,Endcap,0.4,6.0,-0.3,5.731,5,BEST
2022EE,Endcap,0.4,6.0,-0.2,5.912,5,
2022EE,Endcap,0.4,6.0,-0.1,6.099,5,
2022EE,Endcap,0.4,6.0,0.0,6.468,5,
2022EE,Endcap,0.4,6.0,0.1,6.888,5,
2022EE,Endcap,0.4,6.0,0.2,7.399,5,
2022EE,Endcap,0.4,6.0,0.3,7.875,5,
2022EE,Endcap,0.4,6.0,0.4,8.305,5,
2022EE,Endcap,0.4,6.0,0.5,8.873,5,
2022EE,Endcap,0.4,6.0,0.6,9.742,5,
2022EE,Endcap,0.4,6.0,0.7,10.701,5,
2022EE,Endcap,0.4,6.0,0.8,12.776,5,
2022EE,Endcap,0.4,7.0,-0.8,7.259,5,
2022EE,Endcap,0.4,7.0,-0.7,6.648,5,
2022EE,Endcap,0.4,7.0,-0.6,5.990,5,
2022EE,Endcap,0.4,7.0,-0.5,5.831,5,
2022EE,Endcap,0.4,7.0,-0.4,5.988,5,
2022EE,Endcap,0.4,7.0,-0.3,6.218,5,
2022EE,Endcap,0.4,7.0,-0.2,6.637,5,
2022EE,Endcap,0.4,7.0,-0.1,6.908,5,
2022EE,Endcap,0.4,7.0,0.0,7.305,5,
2022EE,Endcap,0.4,7.0,0.1,7.717,5,
2022EE,Endcap,0.4,7.0,0.2,8.197,5,
2022EE,Endcap,0.4,7.0,0.3,8.680,5,
2022EE,Endcap,0.4,7.0,0.4,9.110,5,
2022EE,Endcap,0.4,7.0,0.5,9.753,5,
2022EE,Endcap,0.4,7.0,0.6,10.657,5,
2022EE,Endcap,0.4,7.0,0.7,12.110,5,
2022EE,Endcap,0.4,7.0,0.8,14.169,5,
2022EE,Endcap,0.4,8.0,-0.8,6.618,5,
2022EE,Endcap,0.4,8.0,-0.7,6.123,5,
2022EE,Endcap,0.4,8.0,-0.6,5.795,5,
2022EE,Endcap,0.4,8.0,-0.5,5.957,5,
2022EE,Endcap,0.4,8.0,-0.4,6.404,5,
2022EE,Endcap,0.4,8.0,-0.3,6.781,5,
2022EE,Endcap,0.4,8.0,-0.2,7.249,5,
2022EE,Endcap,0.4,8.0,-0.1,7.551,5,
2022EE,Endcap,0.4,8.0,0.0,7.923,5,
2022EE,Endcap,0.4,8.0,0.1,8.325,5,
2022EE,Endcap,0.4,8.0,0.2,8.799,5,
2022EE,Endcap,0.4,8.0,0.3,9.252,5,
2022EE,Endcap,0.4,8.0,0.4,9.722,5,
2022EE,Endcap,0.4,8.0,0.5,10.335,5,
2022EE,Endcap,0.4,8.0,0.6,11.624,5,
2022EE,Endcap,0.4,8.0,0.7,13.099,5,
2022EE,Endcap,0.4,8.0,0.8,15.098,5,
2022EE,Endcap,0.4,9.0,-0.8,6.430,5,
2022EE,Endcap,0.4,9.0,-0.7,6.259,5,
2022EE,Endcap,0.4,9.0,-0.6,6.130,5,
2022EE,Endcap,0.4,9.0,-0.5,6.524,5,
2022EE,Endcap,0.4,9.0,-0.4,7.046,5,
2022EE,Endcap,0.4,9.0,-0.3,7.373,5,
2022EE,Endcap,0.4,9.0,-0.2,7.856,5,
2022EE,Endcap,0.4,9.0,-0.1,8.166,5,
2022EE,Endcap,0.4,9.0,0.0,8.495,5,
2022EE,Endcap,0.4,9.0,0.1,8.910,5,
2022EE,Endcap,0.4,9.0,0.2,9.388,5,
2022EE,Endcap,0.4,9.0,0.3,9.855,5,
2022EE,Endcap,0.4,9.0,0.4,10.357,5,
2022EE,Endcap,0.4,9.0,0.5,11.292,5,
2022EE,Endcap,0.4,9.0,0.6,12.580,5,
2022EE,Endcap,0.4,9.0,0.7,13.987,5,
2022EE,Endcap,0.4,9.0,0.8,15.921,5,
2022EE,Endcap,0.4,10.0,-0.8,6.480,5,
2022EE,Endcap,0.4,10.0,-0.7,6.361,5,
2022EE,Endcap,0.4,10.0,-0.6,6.524,5,
2022EE,Endcap,0.4,10.0,-0.5,6.959,5,
2022EE,Endcap,0.4,10.0,-0.4,7.525,5,
2022EE,Endcap,0.4,10.0,-0.3,7.833,5,
2022EE,Endcap,0.4,10.0,-0.2,8.322,5,
2022EE,Endcap,0.4,10.0,-0.1,8.631,5,
2022EE,Endcap,0.4,10.0,0.0,8.970,5,
2022EE,Endcap,0.4,10.0,0.1,9.376,5,
2022EE,Endcap,0.4,10.0,0.2,9.841,5,
2022EE,Endcap,0.4,10.0,0.3,10.304,5,
2022EE,Endcap,0.4,10.0,0.4,11.076,5,
2022EE,Endcap,0.4,10.0,0.5,12.036,5,
2022EE,Endcap,0.4,10.0,0.6,13.300,5,
2022EE,Endcap,0.4,10.0,0.7,14.672,5,
2022EE,Endcap,0.4,10.0,0.8,16.572,5,
