Era,Region,miniIso_cut,sip3d_cut,optimization_metric,avg_significance,n_bins_used,recommendation
2022,Endcap,0.7,5.0,1.230,0.410,3,
2022,Endcap,0.7,6.0,1.205,0.402,3,
2022,Endcap,0.7,7.0,0.999,0.333,3,
2022,Endcap,0.7,8.0,1.007,0.336,3,
2022,Endcap,0.7,9.0,0.917,0.306,3,
2022,Endcap,0.7,10.0,0.918,0.306,3,
2022,Endcap,0.75,4.0,1.261,0.420,3,
2022,Endcap,0.75,5.0,1.277,0.426,3,
2022,Endcap,0.75,6.0,1.258,0.419,3,
2022,Endcap,0.75,7.0,1.050,0.350,3,
2022,Endcap,0.75,8.0,1.046,0.349,3,
2022,Endcap,0.75,9.0,0.982,0.327,3,
2022,Endcap,0.75,10.0,1.191,0.298,4,
2022,Endcap,0.8,4.0,1.354,0.451,3,
2022,Endcap,0.8,5.0,1.290,0.430,3,
2022,Endcap,0.8,6.0,1.266,0.422,3,
2022,Endcap,0.8,7.0,1.059,0.353,3,
2022,Endcap,0.8,8.0,1.044,0.348,3,
2022,Endcap,0.8,9.0,1.257,0.314,4,
2022,Endcap,0.8,10.0,1.237,0.309,4,
